year,color,mileage,motor,shasi,body,Insurance,price
۱۳۹۸,خاکستری,۲۶٬۳۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۳۲۸٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,۱۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۷۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۳۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۴۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,مشکی,۲۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۴۰٬۰۰۰,سالم,سالم و پلمپ,تصادفی,۱۰ ماه,۲۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,خاکستری,۲۴٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۴۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۳۹۰٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۸۳,نوک‌مدادی,۲۶۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۵ ماه,۲۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,نقره‌ای,۲۴۰٬۰۰۰,تعویض شده,سالم و پلمپ,خط و خش جزیی,۷ ماه,۲۱۹٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,آلبالویی,۱۸۲٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۶ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۷٬۵۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۷۹٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۲۷٬۰۰۰,,,سالم و بی‌خط و خش,۹ ماه,۴۴۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,مشکی,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۹۸,سفید,۶۷٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۲ ماه,۳۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۴۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۳۵۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,خاکستری,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,نقره‌ای,۱۷۶٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,خاکستری,۴۱۰٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۱ ماه,۲۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۳۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۲۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید صدفی,۹۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۳۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,سفید,۱۶۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,۳۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۴۹٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۹۰٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۹۰,نوک‌مدادی,۲۸۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۶ ماه,۲۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۲۰٬۰۰۰,سالم,,سالم و بی‌خط و خش,۹ ماه,۳۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۲۳۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۱۹۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۷۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۴۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۳۳۴٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۴۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
,,,,,,,
,,,,,,,
۱۳۸۹,خاکستری,۲۳۶٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۹ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نوک‌مدادی,۳۸۸٬۰۰۰,سالم,سالم و پلمپ,تمام‌رنگ,۹ ماه,۱۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,مشکی,۱۳۷٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,۳۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۱۹۸٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۸ ماه,۲۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۴۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۴۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,خاکستری,۲۶۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,۲۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,نقره‌ای,۲۲۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۲۶۲٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,خاکستری,۱۰۶٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۹ ماه,۳۳۰٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۹۵,سفید,۱۹۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۳۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۱۳۷٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱ ماه,۲۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,مشکی,۶۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۴۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,سفید,۲۳۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۳۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۵۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۳۱۲٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۷ ماه,۱۹۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,سفید,۲۳٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۲۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,سفید,۱۲۵٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۳ ماه,۳۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,نقره‌ای,۱۴۹٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,,۲۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۱۷۴٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۹ ماه,۲۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,نقره‌ای,۱۳۸٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,۲۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,خاکستری,۱۹۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۲۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۹۷٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۳۵۹٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,مشکی,۲۶۶٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۱ ناحیه,۹ ماه,۲۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۵۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۳۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۱۳۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,۳۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۳۵۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۹ ماه,۲۰۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۲۴٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,۴۴۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۳۸۰٬۰۰۰,سالم,ضربه‌خورده,دوررنگ,۴ ماه,۲۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۲۱٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۴۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,مشکی,۲۶۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۲۰۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,قرمز,۴۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۴۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,خاکستری,۱۱۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۳۷۷٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۸۶,نقره‌ای,۱۶۰٬۰۰۰,سالم,,خط و خش جزیی,۱۰ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,سفید,۲۰۹٬۵۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,۲۸۹٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,آبی,۱۷۸٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,۲۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۶۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,۴۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,قهوه‌ای,۱۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۲۹۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,خاکستری,۳۱۲٬۰۰۰,سالم,سالم و پلمپ,تمام‌رنگ,۱ ماه,۱۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,خاکستری,۲۳۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۲۴۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۴۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,سفید,۳۵۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,۲۵۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۲۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۴۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۲۴۴٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,,۳۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۶۱٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۳۶۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۱۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,۴۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۲۴۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,۱۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,آلبالویی,۲۳۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,۲۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,سفید,۱۸۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۲۸۳٬۰۰۰٬۰۰۰ تومان
۱۳۸۱,مشکی,۲۴۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۱۸۳٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,بژ,۳۴۶٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۱۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۹۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۳۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,نوک‌مدادی,۲۵۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۲۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۱,سفید صدفی,۵۶٬۷۸۲,نیاز به تعمیر,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۱۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,نقره‌ای,۳۲۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۳۰۰٬۰۰۰,سالم,,دوررنگ,۶ ماه,۱۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,خاکستری,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۲۸۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۱۷٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,۴۴۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,قرمز,۳۷٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,۴۲۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۲۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,خاکستری,۱۴۰٬۰۰۰,سالم,,خط و خش جزیی,,۳۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۵۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۳۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,سفید,۲۲۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۲۲۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۱۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۳۹٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۱۷٬۵۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۴۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,خاکستری,۱۹۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۲۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۱۱۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۳۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,خاکستری,۲۲۲٬۲۱۰,سالم,سالم و پلمپ,دوررنگ,۲ ماه,۱۱۱٬۱۱۱٬۱۱۲ تومان
۱۴۰۱,سفید,۰,,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۵۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۲۸۴٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,۱۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,سفید,۱۴۹٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,۲۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,خاکستری,۳۶۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۲۲۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,بژ,۱۸۷٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,۲۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۷۶٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۴۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,آبی,۵۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید صدفی,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۸۷,نقره‌ای,۳۱۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,۱۱٬۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۹۴,مشکی,۸۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۳۴۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,خاکستری,۱۱۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۳۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۹۲٬۵۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۱ ناحیه,۱۰ ماه,۳۴۹٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۵۴٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۳۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۲۰٬۰۰۰,سالم,ضربه‌خورده,رنگ‌شدگی,۵ ماه,۲۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۲۶۴٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,۲۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,نوک‌مدادی,۳۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۴۲۶٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,خاکستری,۲۴۳٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۲ ماه,۳۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۱۸۶٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,۲۶۲٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۱۴۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۲۶۵٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۲۵۶٬۰۰۰٬۰۰۰ تومان
۱۳۸۱,ذغالی,۸۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,۱۷۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,خاکستری,۲۴۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۲۰۲٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۲۷۸٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۴ ماه,۱۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۱,مشکی,۲۷۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۴ ماه,۱۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,مشکی,۱۶۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۳۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,مشکی,۱۸۴٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۹ ماه,۳۳۶٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,نقرآبی,۱۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۸ ماه,۱۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,نوک‌مدادی,۸۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۰۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۴۹۸٬۵۰۰٬۰۰۰ تومان
۱۳۹۰,مشکی,۸۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۳۴۷٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۷۹٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۳۵۲٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۳۷٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۹ ماه,۲۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۱۳۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۶ ماه,۳۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۲۶۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۳۰۰٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۹۵,سفید,۱۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,نوک‌مدادی,۴۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,نقره‌ای,۱۹۸٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,۲۲۶٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۱۳۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,۳۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید صدفی,۴۴٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۱۱ ماه,۴۲۰٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۴۰۰,سفید,۴۱٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,۴۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۷۲٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۴ ماه,۳۵۵٬۰۰۰٬۰۰۰ تومان
